"id","age","gender","education","region"
30715,23,"Male","Bachelor","West"
30716,33,"Male","HighSchool","East"
30717,27,"Male","Bachelor","West"
30718,36,"Female","Bachelor","West"
30719,34,"Male","Bachelor","South"
30720,22,"Female","Bachelor","West"
30721,27,"Female","College","East"
30722,27,"Female","Masters","East"
30723,21,"Female","Bachelor","South"
30724,33,"Male","College","South"
30725,27,"Female","Masters","East"
30726,28,"Female","HighSchool","East"
30727,28,"Female","College","North"
30728,34,"Female","College","South"
30729,28,"Male","HighSchool","West"
30730,34,"Male","Bachelor","South"
30731,37,"Male","College","West"
30732,39,"Male","College","East"
30733,27,"Male","Masters","South"
30734,31,"Male","College","East"
30735,35,"Male","HighSchool","West"
30736,26,"Male","HighSchool","South"
30737,30,"Female","Masters","South"
30738,37,"Male","College","West"
30739,30,"Male","Bachelor","West"
30740,26,"Female","College","East"
30741,26,"Male","HighSchool","South"
30742,33,"Female","Masters","East"
30743,35,"Female","Bachelor","East"
30744,19,"Male","College","South"
30745,34,"Female","HighSchool","North"
30746,28,"Male","HighSchool","East"
30747,28,"Male","College","East"
30748,38,"Female","Bachelor","North"
30749,37,"Male","College","West"
30750,28,"Female","Masters","West"
30751,28,"Male","College","West"
30752,24,"Male","College","West"
30753,28,"Female","Bachelor","East"
30754,30,"Female","Masters","East"
30755,32,"Male","Bachelor","East"
30756,36,"Female","College","East"
30757,32,"Male","HighSchool","South"
30758,28,"Female","College","East"
30759,31,"Female","Bachelor","West"
30760,26,"Male","Masters","East"
30761,27,"Male","HighSchool","East"
30762,32,"Female","College","South"
30763,24,"Female","College","North"
30764,36,"Male","Masters","South"
30765,37,"Male","College","South"
30766,29,"Female","College","West"
30767,29,"Male","Masters","West"
30768,28,"Female","Bachelor","East"
30769,27,"Male","College","South"
30770,31,"Female","Bachelor","West"
30771,25,"Female","College","South"
30772,25,"Male","Bachelor","East"
30773,28,"Female","Masters","East"
30774,30,"Male","College","East"
30775,30,"Male","Masters","North"
30776,22,"Male","HighSchool","East"
30777,33,"Male","HighSchool","East"
30778,29,"Female","Bachelor","South"
30779,25,"Female","College","West"
30780,28,"Female","Bachelor","West"
30781,34,"Female","HighSchool","West"
30782,26,"Male","Bachelor","South"
30783,31,"Female","College","West"
30784,37,"Male","Bachelor","North"
30785,29,"Female","College","East"
30786,32,"Female","HighSchool","East"
30787,28,"Male","Bachelor","West"
30788,28,"Female","College","East"
30789,35,"Male","Masters","South"
30790,31,"Male","Masters","North"
30791,34,"Male","Bachelor","North"
30792,31,"Female","HighSchool","East"
30793,29,"Female","Bachelor","West"
30794,26,"Male","HighSchool","East"
30795,27,"Male","Masters","West"
30796,30,"Female","Bachelor","North"
30797,23,"Male","College","South"
30798,38,"Male","College","West"
30799,34,"Female","Bachelor","North"
30800,31,"Male","Bachelor","West"
30801,27,"Male","College","South"
30802,26,"Male","Bachelor","East"
30803,32,"Male","College","East"
30804,37,"Male","HighSchool","East"
30805,31,"Male","College","South"
30806,31,"Female","Bachelor","East"
30807,32,"Female","Bachelor","East"
30808,27,"Female","HighSchool","East"
30809,31,"Male","Bachelor","South"
30810,36,"Female","HighSchool","South"
30811,19,"Male","College","West"
30812,25,"Male","Bachelor","South"
30813,32,"Male","Bachelor","East"
30814,30,"Female","College","West"
30815,24,"Female","HighSchool","South"
30816,27,"Female","Bachelor","East"
30817,37,"Male","College","West"
30818,32,"Male","College","East"
30819,27,"Female","HighSchool","North"
30820,30,"Male","College","East"
30821,34,"Female","College","North"
30822,29,"Female","College","West"
30823,27,"Female","College","South"
30824,34,"Male","College","West"
30825,27,"Male","College","West"
30826,31,"Female","Bachelor","South"
30827,29,"Male","Bachelor","North"
30828,27,"Female","HighSchool","West"
30829,30,"Female","College","East"
30830,31,"Female","Bachelor","North"
30831,26,"Male","College","East"
30832,28,"Male","Bachelor","East"
30833,28,"Female","Bachelor","South"
30834,28,"Female","College","West"
30835,34,"Male","College","East"
30836,31,"Female","College","North"
30837,31,"Female","Bachelor","East"
30838,26,"Male","College","West"
30839,33,"Female","Bachelor","South"
30840,31,"Female","Bachelor","East"
30841,37,"Female","HighSchool","East"
30842,28,"Female","HighSchool","East"
30843,34,"Female","Bachelor","West"
30844,26,"Male","Bachelor","South"
30845,25,"Female","Bachelor","East"
30846,31,"Female","Bachelor","North"
30847,28,"Male","Masters","South"
30848,27,"Male","Bachelor","North"
30849,26,"Female","College","East"
30850,24,"Female","Bachelor","East"
30851,23,"Female","Bachelor","East"
30852,37,"Male","Bachelor","West"
30853,33,"Male","HighSchool","East"
30854,38,"Female","HighSchool","West"
30855,29,"Female","Masters","West"
30856,28,"Male","College","North"
30857,23,"Male","HighSchool","South"
30858,32,"Female","HighSchool","North"
30859,32,"Male","Bachelor","West"
30860,37,"Male","College","West"
30861,30,"Female","Masters","West"
30862,30,"Male","HighSchool","East"
30863,29,"Female","HighSchool","West"
30864,31,"Female","HighSchool","West"
30865,28,"Female","HighSchool","West"
30866,32,"Female","HighSchool","West"
30867,29,"Female","HighSchool","South"
30868,31,"Male","Bachelor","North"
30869,34,"Male","Bachelor","East"
30870,30,"Female","College","East"
30871,31,"Female","College","South"
30872,30,"Male","Bachelor","North"
30873,37,"Female","HighSchool","West"
30874,28,"Male","College","West"
30875,32,"Female","College","South"
30876,24,"Male","Bachelor","South"
30877,29,"Female","College","South"
30878,27,"Male","College","South"
30879,32,"Male","Bachelor","West"
30880,32,"Female","College","West"
30881,37,"Female","Bachelor","East"
30882,31,"Female","Bachelor","East"
30883,25,"Female","Masters","West"
30884,31,"Male","College","East"
30885,30,"Female","HighSchool","East"
30886,27,"Female","Bachelor","West"
30887,33,"Female","College","East"
30888,27,"Male","College","North"
30889,29,"Male","College","West"
30890,42,"Female","College","North"
30891,23,"Male","HighSchool","South"
30892,26,"Male","Bachelor","South"
30893,27,"Female","College","West"
30894,29,"Female","College","North"
30895,35,"Male","Masters","South"
30896,36,"Male","College","South"
30897,28,"Female","College","East"
30898,20,"Female","College","East"
30899,35,"Male","HighSchool","West"
30900,29,"Male","HighSchool","North"
30901,33,"Male","College","South"
30902,27,"Male","College","North"
30903,31,"Male","Masters","East"
30904,30,"Male","Bachelor","West"
30905,34,"Female","College","East"
30906,29,"Female","Masters","East"
30907,23,"Female","Bachelor","South"
30908,30,"Female","College","East"
30909,25,"Female","College","South"
30910,25,"Female","College","West"
30911,30,"Female","College","East"
30912,29,"Female","College","West"
30913,23,"Male","Bachelor","West"
30914,28,"Male","Bachelor","North"
30915,35,"Male","College","East"
30916,30,"Male","Bachelor","East"
30917,28,"Male","College","West"
30918,35,"Female","College","South"
30919,35,"Female","College","East"
30920,26,"Female","HighSchool","East"
30921,32,"Male","College","South"
30922,26,"Female","Bachelor","East"
30923,22,"Male","Bachelor","West"
30924,31,"Female","Bachelor","West"
30925,36,"Female","College","South"
30926,39,"Female","College","West"
30927,31,"Male","Masters","West"
30928,23,"Female","HighSchool","North"
30929,25,"Female","College","West"
30930,36,"Male","HighSchool","West"
30931,28,"Female","College","West"
30932,28,"Male","College","North"
30933,35,"Male","Masters","South"
30934,29,"Male","College","West"
30935,35,"Male","Masters","West"
30936,28,"Female","College","South"
30937,25,"Male","College","East"
30938,34,"Female","College","East"
30939,39,"Female","College","South"
30940,36,"Male","Bachelor","West"
30941,32,"Male","Bachelor","East"
30942,33,"Female","Masters","South"
30943,34,"Female","College","South"
30944,30,"Female","College","South"
30945,30,"Female","Bachelor","East"
30946,26,"Female","College","East"
30947,25,"Male","Bachelor","West"
30948,33,"Female","Masters","North"
30949,29,"Male","Bachelor","West"
30950,24,"Male","Bachelor","South"
30951,31,"Female","HighSchool","West"
30952,32,"Female","Bachelor","South"
30953,29,"Female","Masters","West"
30954,34,"Male","Bachelor","South"
30955,33,"Male","College","East"
30956,30,"Female","Masters","North"
30957,27,"Female","Bachelor","East"
30958,28,"Male","Bachelor","West"
30959,31,"Female","College","West"
30960,29,"Female","College","South"
30961,33,"Male","Bachelor","West"
30962,30,"Female","HighSchool","East"
30963,30,"Female","HighSchool","West"
30964,26,"Female","College","North"
30965,22,"Male","Bachelor","East"
30966,26,"Female","College","East"
30967,26,"Female","Bachelor","South"
30968,26,"Male","Bachelor","East"
30969,26,"Female","College","West"
30970,29,"Male","College","West"
30971,31,"Male","College","South"
30972,33,"Female","Bachelor","West"
30973,28,"Female","Bachelor","South"
30974,35,"Female","College","East"
30975,23,"Male","College","East"
30976,25,"Male","Masters","South"
30977,29,"Male","Masters","West"
30978,32,"Male","HighSchool","West"
30979,25,"Male","College","East"
30980,34,"Female","Masters","North"
30981,31,"Female","College","East"
30982,35,"Female","College","North"
30983,31,"Male","College","West"
30984,34,"Female","College","West"
30985,31,"Female","Bachelor","East"
30986,36,"Female","Bachelor","South"
30987,26,"Female","HighSchool","East"
30988,32,"Female","Masters","East"
30989,32,"Male","Bachelor","East"
30990,25,"Male","Bachelor","East"
30991,32,"Male","College","East"
30992,28,"Female","Bachelor","South"
30993,33,"Male","College","North"
30994,31,"Male","Bachelor","West"
30995,29,"Male","HighSchool","West"
30996,26,"Female","College","South"
30997,26,"Female","Bachelor","North"
30998,32,"Male","HighSchool","South"
30999,24,"Male","College","East"
31000,29,"Female","HighSchool","East"
31001,34,"Male","College","West"
31002,25,"Female","Bachelor","West"
31003,33,"Male","Bachelor","East"
31004,32,"Female","College","West"
31005,32,"Male","Bachelor","West"
31006,25,"Male","College","North"
31007,31,"Female","Bachelor","East"
31008,34,"Female","HighSchool","North"
31009,28,"Female","College","West"
31010,31,"Female","HighSchool","West"
31011,35,"Male","College","West"
31012,23,"Female","Bachelor","East"
31013,24,"Female","Bachelor","South"
31014,34,"Female","HighSchool","North"
31015,30,"Female","Bachelor","South"
31016,19,"Female","Bachelor","North"
31017,30,"Female","College","West"
31018,27,"Male","Masters","West"
31019,27,"Male","Bachelor","West"
31020,34,"Male","College","West"
31021,29,"Female","College","East"
31022,27,"Male","Bachelor","North"
31023,37,"Male","Bachelor","West"
31024,25,"Female","Bachelor","West"
31025,31,"Female","College","West"
31026,35,"Female","College","North"
31027,29,"Female","Masters","South"
31028,27,"Female","HighSchool","West"
31029,34,"Female","Bachelor","West"
31030,37,"Male","Bachelor","South"
31031,25,"Male","College","South"
31032,23,"Male","Masters","South"
31033,27,"Female","College","West"
31034,29,"Female","College","East"
31035,28,"Female","College","North"
31036,23,"Female","College","West"
31037,35,"Female","HighSchool","South"
31038,35,"Male","College","North"
31039,35,"Male","HighSchool","North"
31040,27,"Female","HighSchool","South"
31041,25,"Male","College","East"
31042,33,"Female","College","West"
31043,36,"Male","College","North"
31044,33,"Male","HighSchool","East"
31045,33,"Female","HighSchool","South"
31046,29,"Female","College","North"
31047,29,"Male","Bachelor","East"
31048,25,"Male","HighSchool","West"
31049,28,"Female","Bachelor","South"
31050,27,"Male","College","West"
31051,39,"Male","Masters","West"
31052,34,"Male","College","North"
31053,30,"Male","HighSchool","West"
31054,34,"Female","HighSchool","South"
31055,27,"Male","HighSchool","North"
31056,32,"Female","College","East"
31057,28,"Male","Bachelor","East"
31058,29,"Female","Bachelor","East"
31059,29,"Male","Masters","South"
31060,29,"Male","Masters","South"
31061,28,"Male","Bachelor","North"
31062,33,"Male","College","East"
31063,35,"Female","College","West"
31064,23,"Male","HighSchool","North"
31065,27,"Male","Masters","East"
31066,38,"Female","HighSchool","West"
31067,35,"Male","College","South"
31068,29,"Male","Bachelor","West"
31069,31,"Male","College","North"
31070,33,"Female","College","North"
31071,32,"Male","Bachelor","East"
31072,27,"Female","College","North"
31073,23,"Male","College","North"
31074,29,"Male","College","South"
31075,36,"Female","Bachelor","North"
31076,38,"Male","Bachelor","East"
31077,33,"Male","College","South"
31078,31,"Male","College","South"
31079,40,"Male","Bachelor","West"
31080,37,"Male","Bachelor","East"
31081,32,"Male","College","East"
31082,35,"Female","College","South"
31083,31,"Male","HighSchool","East"
31084,31,"Female","HighSchool","East"
31085,33,"Male","HighSchool","West"
31086,37,"Female","Masters","West"
31087,27,"Male","HighSchool","West"
31088,38,"Female","Masters","West"
31089,38,"Male","College","East"
31090,20,"Female","College","East"
31091,27,"Male","College","West"
31092,26,"Male","HighSchool","East"
31093,24,"Female","Masters","North"
31094,29,"Female","Bachelor","East"
31095,22,"Female","Masters","West"
31096,27,"Female","Masters","North"
31097,31,"Female","College","North"
31098,34,"Male","College","East"
31099,23,"Male","College","South"
31100,27,"Male","Bachelor","West"
31101,33,"Male","Bachelor","North"
31102,25,"Female","Bachelor","South"
31103,33,"Male","HighSchool","West"
31104,33,"Female","College","East"
31105,27,"Female","Bachelor","North"
31106,29,"Male","Masters","North"
31107,24,"Male","Bachelor","South"
31108,30,"Male","HighSchool","South"
31109,35,"Male","Masters","East"
31110,24,"Female","Bachelor","North"
31111,29,"Female","College","East"
31112,29,"Female","College","West"
31113,22,"Male","HighSchool","East"
31114,24,"Male","Bachelor","West"
31115,28,"Female","Bachelor","East"
31116,32,"Female","College","South"
31117,28,"Female","College","West"
31118,29,"Female","Bachelor","South"
31119,30,"Female","Bachelor","North"
31120,29,"Female","Bachelor","South"
31121,26,"Male","HighSchool","South"
31122,29,"Female","College","West"
31123,26,"Female","HighSchool","West"
31124,29,"Male","Bachelor","East"
31125,25,"Male","College","East"
31126,34,"Male","Bachelor","South"
31127,29,"Female","Masters","East"
31128,35,"Female","Bachelor","West"
31129,30,"Male","Masters","North"
31130,31,"Male","HighSchool","East"
31131,27,"Male","Bachelor","East"
31132,30,"Male","HighSchool","North"
31133,36,"Male","College","South"
31134,31,"Male","HighSchool","East"
31135,34,"Female","HighSchool","East"
31136,25,"Female","College","West"
31137,30,"Female","HighSchool","East"
31138,37,"Female","College","West"
31139,32,"Female","College","North"
31140,29,"Male","Bachelor","East"
31141,24,"Female","Bachelor","South"
31142,25,"Male","HighSchool","West"
31143,33,"Female","College","North"
31144,33,"Female","Bachelor","South"
31145,36,"Female","College","East"
31146,30,"Male","Masters","West"
31147,30,"Male","College","West"
31148,28,"Female","Bachelor","West"
31149,34,"Male","HighSchool","North"
31150,33,"Female","Bachelor","East"
31151,32,"Male","HighSchool","South"
31152,28,"Male","HighSchool","East"
31153,30,"Female","College","East"
31154,25,"Female","Masters","West"
31155,39,"Female","College","West"
31156,29,"Female","Bachelor","East"
31157,30,"Female","College","South"
31158,24,"Female","College","South"
31159,25,"Male","College","East"
31160,31,"Female","College","West"
31161,34,"Female","HighSchool","West"
31162,27,"Male","College","West"
31163,35,"Female","College","East"
31164,24,"Male","College","West"
31165,36,"Female","College","South"
31166,27,"Female","College","South"
31167,23,"Male","Bachelor","West"
31168,34,"Male","Bachelor","West"
31169,35,"Male","HighSchool","West"
31170,34,"Female","Bachelor","South"
31171,34,"Male","College","West"
31172,36,"Female","Bachelor","West"
31173,35,"Male","HighSchool","South"
31174,34,"Male","College","East"
31175,29,"Male","HighSchool","North"
31176,26,"Male","HighSchool","East"
31177,34,"Female","College","East"
31178,25,"Female","HighSchool","North"
31179,36,"Female","HighSchool","North"
31180,27,"Male","Masters","North"
31181,30,"Female","Bachelor","East"
31182,32,"Male","Bachelor","North"
31183,36,"Male","HighSchool","South"
31184,27,"Female","College","East"
31185,30,"Female","Bachelor","South"
31186,28,"Male","College","East"
31187,37,"Male","College","North"
31188,23,"Male","College","South"
31189,31,"Male","Bachelor","West"
31190,28,"Female","Bachelor","South"
31191,26,"Male","HighSchool","East"
31192,32,"Male","College","North"
31193,33,"Male","College","West"
31194,36,"Male","Bachelor","West"
31195,31,"Male","College","South"
31196,30,"Male","HighSchool","East"
31197,40,"Female","College","South"
31198,23,"Male","Masters","West"
31199,28,"Male","Bachelor","West"
31200,34,"Male","College","East"
31201,26,"Male","Bachelor","South"
31202,40,"Female","Bachelor","West"
31203,23,"Female","Masters","East"
31204,33,"Male","College","North"
31205,26,"Male","HighSchool","West"
31206,23,"Male","College","West"
31207,35,"Male","College","East"
31208,32,"Male","College","West"
31209,28,"Male","Bachelor","East"
31210,28,"Male","Bachelor","East"
31211,37,"Female","Bachelor","East"
31212,31,"Male","HighSchool","South"
31213,34,"Female","Bachelor","West"
31214,36,"Female","Bachelor","South"
31215,32,"Male","Bachelor","North"
31216,31,"Female","Bachelor","North"
31217,23,"Female","Bachelor","North"
31218,40,"Male","Bachelor","North"
31219,27,"Male","Bachelor","East"
31220,25,"Female","College","South"
31221,35,"Male","HighSchool","North"
31222,35,"Female","Bachelor","North"
31223,30,"Male","Bachelor","South"
31224,33,"Female","College","South"
31225,35,"Male","College","West"
31226,34,"Female","Masters","North"
31227,23,"Female","Bachelor","North"
31228,30,"Male","College","East"
31229,28,"Female","HighSchool","North"
31230,31,"Female","HighSchool","East"
31231,27,"Male","HighSchool","West"
31232,29,"Male","College","South"
31233,28,"Female","Bachelor","East"
31234,29,"Male","Bachelor","East"
31235,27,"Female","Masters","West"
31236,31,"Female","HighSchool","North"
31237,31,"Male","HighSchool","East"
31238,26,"Male","HighSchool","West"
31239,31,"Female","College","West"
31240,29,"Male","College","East"
31241,31,"Female","Bachelor","West"
31242,35,"Female","Bachelor","South"
31243,30,"Male","HighSchool","East"
31244,23,"Male","Bachelor","West"
31245,36,"Female","HighSchool","West"
31246,32,"Male","HighSchool","North"
31247,25,"Male","College","West"
31248,33,"Male","College","West"
31249,23,"Female","Bachelor","East"
31250,35,"Female","Bachelor","West"
31251,31,"Female","College","North"
31252,32,"Female","College","West"
31253,31,"Female","College","East"
31254,32,"Male","Bachelor","West"
31255,28,"Female","Bachelor","South"
31256,31,"Female","Masters","West"
31257,35,"Male","HighSchool","East"
31258,24,"Male","College","West"
31259,32,"Female","College","South"
31260,25,"Female","College","West"
31261,36,"Female","College","West"
31262,30,"Female","College","East"
31263,27,"Male","Bachelor","South"
31264,27,"Female","Bachelor","South"
31265,30,"Female","HighSchool","West"
31266,31,"Male","HighSchool","East"
31267,28,"Male","College","North"
31268,32,"Male","Bachelor","West"
31269,25,"Male","College","West"
31270,36,"Female","Bachelor","South"
31271,32,"Male","Bachelor","South"
31272,35,"Male","College","West"
31273,26,"Female","College","East"
31274,22,"Male","HighSchool","East"
31275,37,"Female","HighSchool","North"
31276,30,"Male","Bachelor","North"
31277,36,"Male","College","North"
31278,25,"Female","HighSchool","East"
31279,26,"Male","College","North"
31280,28,"Male","HighSchool","East"
31281,25,"Female","College","East"
31282,40,"Female","College","North"
31283,31,"Female","College","East"
31284,33,"Male","HighSchool","West"
31285,25,"Male","Bachelor","North"
31286,24,"Female","HighSchool","South"
31287,24,"Female","Bachelor","West"
31288,19,"Male","Bachelor","East"
31289,29,"Male","HighSchool","East"
31290,29,"Male","College","East"
31291,27,"Female","Bachelor","North"
31292,30,"Female","College","East"
31293,30,"Male","College","West"
31294,29,"Male","HighSchool","East"
31295,28,"Female","HighSchool","West"
31296,30,"Male","Bachelor","West"
31297,23,"Male","College","West"
31298,30,"Female","Bachelor","North"
31299,27,"Female","HighSchool","North"
31300,22,"Female","Bachelor","South"
31301,32,"Female","HighSchool","West"
31302,30,"Male","HighSchool","West"
31303,37,"Female","HighSchool","North"
31304,32,"Female","HighSchool","East"
31305,33,"Female","Bachelor","North"
31306,27,"Female","College","West"
31307,26,"Female","College","South"
31308,28,"Male","Bachelor","West"
31309,35,"Female","Bachelor","North"
31310,29,"Female","HighSchool","East"
31311,25,"Male","College","East"
31312,28,"Male","College","North"
31313,31,"Male","Bachelor","North"
31314,23,"Male","Bachelor","West"
31315,28,"Male","College","East"
31316,34,"Female","College","South"
31317,21,"Female","Bachelor","West"
31318,41,"Male","HighSchool","East"
31319,29,"Female","Bachelor","West"
31320,22,"Male","College","North"
31321,36,"Male","College","East"
31322,29,"Female","Bachelor","East"
31323,25,"Male","College","West"
31324,29,"Female","Bachelor","South"
31325,29,"Female","College","West"
31326,26,"Female","Bachelor","West"
31327,32,"Male","College","East"
31328,31,"Male","Bachelor","East"
31329,30,"Female","College","East"
31330,32,"Male","Bachelor","North"
31331,25,"Male","Masters","West"
31332,33,"Male","HighSchool","East"
31333,30,"Male","College","North"
31334,30,"Female","HighSchool","West"
31335,36,"Male","Masters","West"
31336,32,"Male","Bachelor","West"
31337,28,"Female","College","South"
31338,28,"Female","College","South"
31339,34,"Female","Bachelor","North"
31340,35,"Male","College","East"
31341,35,"Male","Masters","East"
31342,32,"Female","College","South"
31343,29,"Female","College","South"
31344,32,"Female","College","East"
31345,29,"Female","HighSchool","South"
31346,27,"Female","College","South"
31347,34,"Male","Bachelor","South"
31348,33,"Female","Bachelor","South"
31349,28,"Male","College","West"
31350,37,"Female","College","West"
31351,21,"Female","College","West"
31352,34,"Male","Bachelor","East"
31353,28,"Male","College","South"
31354,33,"Female","Bachelor","South"
31355,25,"Female","Masters","West"
31356,30,"Female","College","East"
31357,26,"Male","Masters","South"
31358,35,"Male","College","South"
31359,34,"Male","Bachelor","West"
31360,30,"Male","Masters","South"
31361,24,"Female","Masters","East"
31362,31,"Female","College","South"
31363,41,"Male","College","West"
31364,30,"Male","College","East"
31365,30,"Male","Masters","North"
31366,31,"Female","Bachelor","North"
31367,33,"Male","College","North"
31368,30,"Female","Bachelor","South"
31369,23,"Male","HighSchool","West"
31370,25,"Male","College","East"
31371,32,"Male","Masters","West"
31372,38,"Male","College","South"
31373,21,"Male","HighSchool","North"
31374,30,"Female","Bachelor","East"
31375,28,"Male","Bachelor","West"
31376,31,"Female","College","West"
31377,28,"Male","College","East"
31378,30,"Female","HighSchool","South"
31379,36,"Female","College","West"
31380,28,"Male","HighSchool","East"
31381,32,"Female","Masters","East"
31382,29,"Female","Bachelor","East"
31383,31,"Female","Bachelor","South"
31384,23,"Female","Bachelor","South"
31385,30,"Female","Masters","East"
31386,30,"Female","Bachelor","West"
31387,29,"Female","College","East"
31388,36,"Male","HighSchool","West"
31389,29,"Male","HighSchool","East"
31390,37,"Female","College","North"
31391,36,"Male","College","North"
31392,35,"Male","HighSchool","East"
31393,25,"Male","HighSchool","East"
31394,39,"Male","Bachelor","North"
31395,28,"Male","HighSchool","South"
31396,30,"Female","College","West"
31397,28,"Female","HighSchool","West"
31398,28,"Male","Bachelor","East"
31399,29,"Female","Masters","South"
31400,23,"Male","Bachelor","East"
31401,37,"Female","College","West"
31402,27,"Male","Bachelor","West"
31403,34,"Female","Bachelor","East"
31404,36,"Male","College","West"
31405,33,"Male","HighSchool","North"
31406,38,"Male","Bachelor","West"
31407,24,"Female","HighSchool","West"
31408,28,"Male","HighSchool","West"
31409,29,"Male","Bachelor","South"
31410,29,"Female","College","South"
31411,31,"Female","College","North"
31412,30,"Female","Bachelor","East"
31413,29,"Female","HighSchool","North"
31414,24,"Male","College","East"
31415,31,"Male","Bachelor","South"
31416,27,"Male","Bachelor","East"
31417,25,"Male","HighSchool","South"
31418,31,"Female","Masters","West"
31419,29,"Male","College","North"
31420,32,"Female","College","West"
31421,25,"Female","Masters","South"
31422,32,"Female","College","West"
31423,27,"Male","HighSchool","South"
31424,32,"Female","Bachelor","East"
31425,36,"Female","Bachelor","North"
31426,33,"Male","HighSchool","South"
31427,32,"Female","Bachelor","East"
31428,35,"Female","College","South"
31429,30,"Female","Bachelor","South"
31430,27,"Male","Bachelor","East"
31431,25,"Female","College","West"
31432,31,"Male","College","East"
31433,35,"Female","Bachelor","West"
31434,20,"Female","HighSchool","East"
31435,35,"Male","College","East"
31436,34,"Male","College","East"
31437,32,"Female","HighSchool","West"
31438,32,"Male","Bachelor","East"
31439,33,"Female","College","East"
31440,36,"Male","College","South"
31441,30,"Female","College","North"
31442,31,"Female","Bachelor","East"
31443,23,"Female","College","South"
31444,40,"Female","Bachelor","East"
31445,28,"Female","Masters","East"
31446,26,"Male","Masters","South"
31447,29,"Female","College","West"
31448,35,"Female","Bachelor","North"
31449,36,"Female","College","South"
31450,31,"Male","Masters","South"
31451,31,"Male","Bachelor","North"
31452,28,"Male","Bachelor","North"
31453,29,"Male","HighSchool","West"
31454,23,"Female","College","East"
31455,29,"Female","Masters","East"
31456,33,"Female","College","South"
31457,35,"Male","College","West"
31458,28,"Female","College","East"
31459,28,"Male","College","East"
31460,25,"Male","College","East"
31461,34,"Female","Bachelor","West"
31462,32,"Male","College","North"
31463,29,"Female","Bachelor","North"
31464,32,"Female","HighSchool","West"
31465,30,"Male","HighSchool","West"
31466,26,"Male","HighSchool","East"
31467,31,"Male","College","North"
31468,32,"Female","College","South"
31469,29,"Female","College","South"
31470,30,"Female","Bachelor","East"
31471,31,"Female","HighSchool","West"
31472,26,"Male","Bachelor","East"
31473,32,"Male","Bachelor","South"
31474,31,"Female","Bachelor","West"
31475,35,"Male","Bachelor","East"
31476,29,"Female","College","East"
31477,30,"Male","HighSchool","East"
31478,33,"Male","Masters","East"
31479,24,"Male","HighSchool","East"
31480,21,"Male","HighSchool","North"
31481,35,"Male","Bachelor","East"
31482,33,"Female","College","West"
31483,25,"Female","HighSchool","East"
31484,22,"Female","Masters","East"
31485,26,"Male","College","South"
31486,27,"Female","HighSchool","West"
31487,27,"Female","College","North"
31488,27,"Female","Bachelor","North"
31489,27,"Male","Bachelor","East"
31490,24,"Male","College","West"
31491,29,"Female","College","West"
31492,31,"Male","College","North"
31493,29,"Male","Bachelor","North"
31494,38,"Male","HighSchool","West"
31495,31,"Female","Bachelor","North"
31496,33,"Male","Bachelor","West"
31497,18,"Male","College","West"
31498,32,"Male","HighSchool","North"
31499,28,"Female","HighSchool","West"
31500,32,"Female","Bachelor","East"
31501,31,"Male","Bachelor","East"
31502,26,"Male","Bachelor","West"
31503,32,"Male","Bachelor","West"
31504,32,"Female","College","West"
31505,28,"Male","HighSchool","East"
31506,33,"Male","College","South"
31507,26,"Male","HighSchool","East"
31508,34,"Male","College","South"
31509,28,"Male","HighSchool","West"
31510,31,"Female","College","East"
31511,27,"Male","Bachelor","East"
31512,41,"Male","College","South"
31513,26,"Female","College","West"
31514,28,"Male","College","East"
31515,21,"Female","Bachelor","South"
31516,29,"Female","College","South"
31517,26,"Male","HighSchool","South"
31518,31,"Male","Bachelor","East"
31519,34,"Male","Masters","East"
31520,27,"Male","Bachelor","West"
31521,32,"Female","Bachelor","South"
31522,26,"Female","College","North"
31523,30,"Male","HighSchool","West"
31524,24,"Female","Bachelor","North"
31525,30,"Female","College","West"
31526,27,"Female","HighSchool","West"
31527,37,"Male","College","East"
31528,25,"Male","College","East"
31529,35,"Male","HighSchool","West"
31530,20,"Male","College","East"
31531,26,"Male","College","West"
31532,34,"Male","College","South"
31533,36,"Male","College","West"
31534,31,"Male","College","West"
31535,24,"Male","College","North"
31536,30,"Male","College","East"
31537,35,"Female","HighSchool","North"
31538,25,"Male","College","West"
31539,23,"Female","College","North"
31540,38,"Male","HighSchool","North"
31541,31,"Female","College","West"
31542,25,"Male","Bachelor","East"
31543,36,"Female","College","West"
31544,37,"Female","College","South"
31545,32,"Female","College","South"
31546,27,"Female","College","East"
31547,31,"Female","College","West"
31548,29,"Female","Bachelor","West"
31549,34,"Male","Bachelor","East"
31550,34,"Female","Bachelor","West"
31551,30,"Male","Bachelor","East"
31552,25,"Male","Bachelor","West"
31553,26,"Male","College","East"
31554,38,"Male","HighSchool","West"
31555,28,"Female","HighSchool","North"
31556,33,"Male","College","West"
31557,34,"Male","College","West"
31558,30,"Female","College","East"
31559,29,"Male","Bachelor","East"
31560,30,"Female","HighSchool","East"
31561,34,"Female","Bachelor","North"
31562,35,"Female","Bachelor","South"
31563,22,"Male","College","South"
31564,31,"Male","HighSchool","North"
31565,37,"Male","Bachelor","West"
31566,36,"Female","College","South"
31567,18,"Male","Bachelor","South"
31568,27,"Male","Bachelor","North"
31569,31,"Female","College","South"
31570,21,"Female","Bachelor","East"
31571,18,"Female","College","East"
31572,18,"Male","College","North"
31573,27,"Male","Bachelor","East"
31574,36,"Female","Bachelor","North"
